product_code,indexx,BusinessUnit,Type,Products.Business.Line.Leader,Subtype,ProductName,BrandName,Brand.Manager,N_ordered,nEast,N_East,nNorth,N_North,nSouth,N_South,nUnderdark,N_Underdark,nWest,N_West
56024138,1069,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Enemy Detection,BORDERLANDS,Thaldrak Battlehammer,2618,0.119,312,0.432,1132,0.323,845,0.015,40,0.110,289
56050038,1070,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Chain mail ,RED CURTAIN,Siras Invictus,1980,0.142,281,0.363,719,0.362,716,0.007,13,0.127,251
56092110,1071,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Rowboat,BORDERLANDS,Thaldrak Battlehammer,1885,0.146,275,0.368,694,0.323,608,0.015,29,0.148,279
56119664,1072,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Magic Missiles,SABLE,Nundro Rockseeker,2419,0.134,324,0.348,842,0.405,980,0.003,8,0.110,265
56162308,1073,ADVENTURING,JEWELRY,Lanec Lot,AMULET / NECKLACE,Amulet of Health,SABLE,Nundro Rockseeker,1926,0.134,258,0.376,725,0.345,665,0.023,45,0.121,233
56228612,1074,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Signal whistle on string,BORDERLANDS,Thaldrak Battlehammer,2088,0.152,318,0.333,695,0.405,845,0.016,34,0.094,196
56312775,1075,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Dust of Dryness,MYTHAL,Arentian Mythrandius,1910,0.130,248,0.327,624,0.391,747,0.018,34,0.135,257
56473372,1076,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Shiftweave,U.N.N.,Ruralion Baeneduren,1988,0.145,289,0.378,752,0.307,611,0.024,48,0.145,288
56500384,1077,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Fire Breath,SABLE,Nundro Rockseeker,2054,0.165,338,0.325,667,0.410,842,#VALUE!,NA,0.101,207
56503119,1078,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Iron Flask (Empty),U.N.N.,Ruralion Baeneduren,1992,0.131,260,0.319,635,0.396,789,0.013,25,0.142,283
56519967,1079,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Mace of Smiting,SABLE,Nundro Rockseeker,1999,0.145,289,0.368,735,0.347,694,0.003,6,0.138,275
56572294,1080,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Bag of Beans,BORDERLANDS,Thaldrak Battlehammer,2153,0.139,300,0.292,628,0.359,773,0.006,12,0.204,440
56703436,1081,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Hill Giant Strength,SABLE,Nundro Rockseeker,1951,0.180,352,0.381,743,0.284,555,0.024,47,0.130,254
56716939,1082,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Living Heavy Armour,ARCANTIC,Enthoril Murkywaters,5440,0.056,302,0.217,1181,0.668,3633,0.001,8,0.058,316
56726315,1083,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Alchemical Compendium,SABLE,Nundro Rockseeker,1955,0.165,323,0.364,711,0.328,642,0.012,23,0.131,256
56768916,1084,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WEAPON OTHER,Weapon of Warning,ARCANTIC,Enthoril Murkywaters,2382,0.122,291,0.362,863,0.400,952,0.005,13,0.110,263
56814452,1085,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Verminshroud,ARCANTIC,Enthoril Murkywaters,1838,0.130,239,0.380,698,0.343,631,0.018,34,0.128,236
56815038,1086,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,BOOTS,Boots of Elvenkind,MYTHAL,Arentian Mythrandius,2112,0.137,290,0.358,756,0.358,757,0.006,12,0.141,297
56829583,1087,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Deck of Illusions,U.N.N.,Ruralion Baeneduren,1870,0.184,344,0.333,623,0.341,638,0.009,17,0.133,248
56894927,1088,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,TOOLS,Clockwork Amulet,MYTHAL,Arentian Mythrandius,2173,0.139,303,0.363,788,0.317,689,0.019,42,0.162,351
56942912,1089,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Paper (one package) ,RED CURTAIN,Siras Invictus,1852,0.123,227,0.369,684,0.373,691,0.009,16,0.126,234
57035703,1090,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Pearl of Power,SABLE,Nundro Rockseeker,1804,0.123,221,0.345,622,0.375,677,0.014,25,0.144,259
57052005,1091,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Spell Turning,ARCANTIC,Enthoril Murkywaters,2056,0.157,322,0.377,776,0.329,676,0.018,36,0.120,246
57121344,1092,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Canaith mandolin,U.N.N.,Ruralion Baeneduren,2012,0.144,289,0.368,740,0.364,733,0.015,30,0.109,220
57136107,1093,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Reserve,BORDERLANDS,Thaldrak Battlehammer,2061,0.149,308,0.343,706,0.368,758,0.012,25,0.128,264
57163758,1094,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Cold vulnerability,ARCANTIC,Enthoril Murkywaters,2178,0.136,297,0.378,823,0.310,676,0.015,32,0.161,350
57229844,1095,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Sprig of mistletoe (Druidic focus),RED CURTAIN,Siras Invictus,1934,0.105,204,0.385,744,0.353,682,0.009,18,0.148,286
57401716,1096,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Amber),BORDERLANDS,Thaldrak Battlehammer,2172,0.185,401,0.364,790,0.299,650,0.011,24,0.141,307
57434303,1097,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Wand Sheath,U.N.N.,Ruralion Baeneduren,1926,0.141,272,0.439,846,0.257,495,0.011,21,0.152,292
57535252,1098,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Goggles of Night,ARCANTIC,Enthoril Murkywaters,1917,0.142,273,0.369,707,0.333,639,0.018,35,0.137,263
57540858,1099,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sunforger,MYTHAL,Arentian Mythrandius,1746,0.149,261,0.364,636,0.328,573,0.013,23,0.145,253
57546818,1100,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Chalk (Box of 50),RED CURTAIN,Siras Invictus,1841,0.117,216,0.354,651,0.397,730,0.012,22,0.121,222
57551143,1101,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Clairvoyance,SABLE,Nundro Rockseeker,1885,0.165,311,0.350,660,0.331,623,0.009,17,0.145,274
57671209,1102,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Keoghtoms Ointment,BORDERLANDS,Thaldrak Battlehammer,1886,0.149,281,0.389,734,0.318,599,0.012,22,0.133,250
57684385,1103,LUXURY SPECIALTIES,TOOLS & KITS,Kay Glimshine,CONTAINER,Cauldron of Plenty,MYTHAL,Arentian Mythrandius,2104,0.173,363,0.370,778,0.333,700,0.015,32,0.110,231
57728314,1104,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Rations (10 days) ,U.N.N.,Ruralion Baeneduren,2074,0.193,400,0.376,780,0.310,642,0.007,14,0.115,238
57814712,1105,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Ear Worm,SABLE,Nundro Rockseeker,1931,0.166,320,0.318,614,0.350,676,0.020,38,0.147,283
57901673,1106,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sword of Sharpness,ARCANTIC,Enthoril Murkywaters,1972,0.127,250,0.382,754,0.362,714,0.024,48,0.104,206
57931789,1107,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Crossbow Bolts +1,U.N.N.,Ruralion Baeneduren,1951,0.172,335,0.357,697,0.302,589,0.010,20,0.159,310
57976348,1108,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Holy Avenger,ARCANTIC,Enthoril Murkywaters,1999,0.132,264,0.401,802,0.318,636,0.009,17,0.140,280
57980198,1109,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Pot, iron ",RED CURTAIN,Siras Invictus,1977,0.139,274,0.279,551,0.400,790,0.012,23,0.171,339
58098552,1110,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Mace ,BORDERLANDS,Thaldrak Battlehammer,2316,0.160,371,0.423,979,0.275,638,0.017,40,0.124,288
58109227,1111,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Hellsteel Martial Melee Weapon,BORDERLANDS,Thaldrak Battlehammer,3895,0.223,867,0.400,1558,0.303,1180,0.011,44,0.063,246
58117155,1112,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Handaxe ,RED CURTAIN,Siras Invictus,2077,0.146,303,0.331,687,0.354,736,0.023,48,0.146,303
58119397,1113,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Animal Influence,SABLE,Nundro Rockseeker,2179,0.169,368,0.367,799,0.329,717,0.007,16,0.128,279
58189052,1114,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,ROD,Rod of the Pact Keeper +2,U.N.N.,Ruralion Baeneduren,1830,0.123,226,0.383,701,0.391,715,0.002,3,0.101,185
58194232,1115,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield +1,ARCANTIC,Enthoril Murkywaters,3436,0.095,327,0.384,1320,0.422,1451,0.006,21,0.092,317
58384520,1116,LUXURY SPECIALTIES,TOOLS & KITS,Kay Glimshine,TOOLS,Very Rare Crafting Components,MYTHAL,Arentian Mythrandius,2149,0.138,297,0.381,819,0.358,770,0.011,24,0.111,239
58396427,1117,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,AMULET / NECKLACE,Necklace of Fireballs,RED CURTAIN,Siras Invictus,1968,0.163,321,0.362,712,0.346,681,0.018,36,0.111,218
58417740,1118,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Robe of Stars,MYTHAL,Arentian Mythrandius,1860,0.147,273,0.332,617,0.415,771,0.005,9,0.102,190
58487166,1119,COMMISSIONS,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 9,U.N.N.,Ruralion Baeneduren,1823,0.168,306,0.342,624,0.342,623,0.007,13,0.141,257
58513107,1120,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Possibility,MYTHAL,Arentian Mythrandius,1936,0.107,207,0.361,698,0.368,712,0.007,14,0.158,305
58550170,1121,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Gunner,ARCANTIC,Enthoril Murkywaters,1962,0.120,235,0.385,755,0.320,627,0.012,24,0.164,321
58574403,1122,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Leatherworker’s tools ,BORDERLANDS,Thaldrak Battlehammer,2053,0.147,302,0.343,704,0.307,630,0.017,34,0.187,383
58627821,1123,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Force vulnerability,BORDERLANDS,Thaldrak Battlehammer,2626,0.116,304,0.556,1460,0.242,636,0.002,5,0.084,221
58654260,1124,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,HELMET,Hat of Vermin,MYTHAL,Arentian Mythrandius,2206,0.117,259,0.395,872,0.330,727,0.005,11,0.153,337
58683647,1125,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Mystery Key,SABLE,Nundro Rockseeker,2037,0.161,328,0.360,733,0.330,673,0.007,15,0.141,288
58758960,1126,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Fulminating Treatise,U.N.N.,Ruralion Baeneduren,1956,0.157,308,0.407,796,0.310,607,0.016,32,0.109,213
58768110,1127,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Padded armour,RED CURTAIN,Siras Invictus,2978,0.311,927,0.271,806,0.337,1004,0.006,18,0.075,223
58932672,1128,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GAUNTLETS / GLOVES,Gloves of Swimming and Climbing,SABLE,Nundro Rockseeker,1952,0.137,267,0.309,604,0.380,742,0.014,28,0.159,311
58975057,1129,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Heavy Armour +1,SABLE,Nundro Rockseeker,2432,0.137,333,0.303,736,0.442,1074,0.002,5,0.117,284
59074614,1130,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Mummy Rot Antidote,SABLE,Nundro Rockseeker,2049,0.145,297,0.382,782,0.327,669,0.009,19,0.138,282
59087245,1131,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Mace of Terror,BORDERLANDS,Thaldrak Battlehammer,3929,0.062,242,0.682,2678,0.175,687,0.006,25,0.076,297
59111273,1132,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Censer of Controlling Air Elementals,ARCANTIC,Enthoril Murkywaters,2040,0.131,268,0.375,765,0.365,744,0.010,20,0.119,243
59158239,1133,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Sealing wax ,RED CURTAIN,Siras Invictus,2096,0.146,305,0.338,709,0.374,784,0.009,18,0.134,280
59174475,1134,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Resistance,MYTHAL,Arentian Mythrandius,1972,0.131,258,0.328,647,0.354,699,0.024,48,0.162,320
59211331,1135,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SHIELD,Sentinel Shield,SABLE,Nundro Rockseeker,2425,0.128,311,0.337,818,0.260,630,0.012,28,0.263,638
59216979,1136,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Kyrzins Ooze,U.N.N.,Ruralion Baeneduren,2227,0.150,333,0.385,858,0.362,807,0.006,14,0.097,215
59325803,1137,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Quiver of Ehlonna,SABLE,Nundro Rockseeker,2104,0.152,319,0.359,756,0.352,741,0.009,19,0.128,269
59389554,1138,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Claws of the Umber Hulk,RED CURTAIN,Siras Invictus,1814,0.155,282,0.350,635,0.348,632,0.027,49,0.119,216
59474256,1139,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Quaals Feather Token,SABLE,Nundro Rockseeker,2013,0.151,304,0.375,754,0.331,666,0.019,39,0.124,250
59525918,1140,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Fey),ARCANTIC,Enthoril Murkywaters,1854,0.142,264,0.385,713,0.341,633,0.012,22,0.120,222
59551551,1141,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Exotic Saddle,RED CURTAIN,Siras Invictus,2029,0.131,266,0.318,646,0.391,793,0.005,11,0.154,313
59561179,1142,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,HELMET,Belashyrras Beholder Crown,SABLE,Nundro Rockseeker,2654,0.153,407,0.461,1223,0.268,710,0.005,14,0.113,300
59831191,1143,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Light Armour +1,SABLE,Nundro Rockseeker,2287,0.111,255,0.457,1045,0.300,687,0.004,9,0.127,291
59843046,1144,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Amulet of the Devout,RED CURTAIN,Siras Invictus,2145,0.147,316,0.372,797,0.310,664,0.009,19,0.163,349
59948096,1145,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Serpentine Owl of Wondrous Power,BORDERLANDS,Thaldrak Battlehammer,1926,0.147,284,0.412,793,0.274,527,0.022,42,0.145,280
59954767,1146,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Sled,BORDERLANDS,Thaldrak Battlehammer,2202,0.135,298,0.398,877,0.302,664,0.007,16,0.158,347
59960843,1147,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Shiftweave,SABLE,Nundro Rockseeker,2009,0.129,260,0.372,747,0.324,650,0.014,29,0.161,323
60073101,1148,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Iron Flask (Empty),SABLE,Nundro Rockseeker,2072,0.156,323,0.392,812,0.330,684,0.011,23,0.111,230
60078312,1149,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,TOOLS,Cleansing Stone,BORDERLANDS,Thaldrak Battlehammer,2081,0.148,308,0.323,672,0.358,744,0.013,28,0.158,329
60081359,1150,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Dancing Sword,SABLE,Nundro Rockseeker,1938,0.152,295,0.350,679,0.384,744,0.004,8,0.109,212
60111510,1151,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Healer’s kit ,BORDERLANDS,Thaldrak Battlehammer,1833,0.104,191,0.397,728,0.330,604,0.009,16,0.160,294
60140754,1152,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of the Ram,U.N.N.,Ruralion Baeneduren,1983,0.133,263,0.378,749,0.368,729,0.007,13,0.115,229
60203975,1153,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Maul ,U.N.N.,Ruralion Baeneduren,4948,0.165,817,0.515,2548,0.237,1175,0.005,27,0.077,381
60215159,1154,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Sickle,U.N.N.,Ruralion Baeneduren,2373,0.109,259,0.508,1206,0.280,664,0.011,25,0.092,219
60233892,1155,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Orb of Shielding,MYTHAL,Arentian Mythrandius,2279,0.133,303,0.370,843,0.380,867,0.016,37,0.100,229
60250163,1156,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Cast-off Armour Enchantment,SABLE,Nundro Rockseeker,1922,0.118,227,0.325,625,0.372,715,0.029,56,0.156,299
60266923,1157,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Blowgun ,RED CURTAIN,Siras Invictus,2008,0.166,334,0.381,766,0.315,632,0.008,17,0.129,259
60328994,1158,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,RING,Ring of Water Elemental Command,U.N.N.,Ruralion Baeneduren,2136,0.158,337,0.385,823,0.303,647,0.018,38,0.136,291
60398410,1159,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Stone Giant Strength,U.N.N.,Ruralion Baeneduren,1998,0.120,240,0.357,713,0.414,828,0.008,15,0.101,202
60533710,1160,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Wagon,RED CURTAIN,Siras Invictus,1996,0.157,313,0.386,770,0.325,648,0.014,28,0.119,237
60553788,1161,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Military Camoflage (Desert),BORDERLANDS,Thaldrak Battlehammer,2074,0.108,225,0.348,722,0.338,700,0.014,28,0.192,399
60581544,1162,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Yew wand (Druidic focus),U.N.N.,Ruralion Baeneduren,1931,0.165,318,0.348,672,0.337,651,0.008,16,0.142,274
60589732,1163,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Crystal Ball of Telepathy,MYTHAL,Arentian Mythrandius,1741,0.130,226,0.405,705,0.333,579,0.009,15,0.124,216
60634899,1164,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Cartographer’s tools ,U.N.N.,Ruralion Baeneduren,2300,0.135,310,0.403,927,0.320,735,0.003,8,0.139,320
60643587,1165,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Poison Resistance,BORDERLANDS,Thaldrak Battlehammer,2329,0.140,325,0.341,794,0.403,939,0.015,36,0.101,235
60652281,1166,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Sling ,U.N.N.,Ruralion Baeneduren,3953,0.052,207,0.380,1503,0.481,1900,0.009,37,0.077,306
60653266,1167,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Elephant,RED CURTAIN,Siras Invictus,2141,0.155,332,0.301,644,0.370,792,0.016,34,0.158,339
60676982,1168,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Hunting trap ,U.N.N.,Ruralion Baeneduren,2123,0.147,313,0.387,821,0.320,680,0.019,41,0.126,268
60683597,1169,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Outer Essence Shard,ARCANTIC,Enthoril Murkywaters,1875,0.176,330,0.346,648,0.353,661,0.027,51,0.099,185
60696406,1170,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Draft Horse,U.N.N.,Ruralion Baeneduren,1836,0.141,259,0.361,662,0.347,637,0.012,22,0.139,256
60706444,1171,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Cold Resistance,SABLE,Nundro Rockseeker,2226,0.134,298,0.361,803,0.374,833,0.016,35,0.115,257
60773751,1172,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Greater Silver Sword,ARCANTIC,Enthoril Murkywaters,1942,0.211,409,0.314,610,0.333,647,0.007,13,0.135,263
60800308,1173,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Three-Dragon Ante set,RED CURTAIN,Siras Invictus,1994,0.162,323,0.326,651,0.367,731,0.017,34,0.128,255
60817963,1174,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Lightning vulnerability,SABLE,Nundro Rockseeker,2113,0.143,303,0.333,704,0.335,707,0.010,21,0.179,378
60832475,1175,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Crystal Ball of Telepathy,ARCANTIC,Enthoril Murkywaters,2166,0.136,295,0.396,857,0.331,718,0.007,16,0.129,280
60876100,1176,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Galders Trusty Pipe,SABLE,Nundro Rockseeker,2206,0.134,296,0.402,886,0.320,707,0.010,23,0.133,294
60889100,1177,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Scale mail ,BORDERLANDS,Thaldrak Battlehammer,1931,0.151,291,0.384,742,0.310,599,0.009,18,0.146,281
60895235,1178,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Windvayne,SABLE,Nundro Rockseeker,2331,0.111,259,0.489,1140,0.276,644,0.007,17,0.116,271
60977861,1179,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,WIND INSTRUMENT,Bagpipes,U.N.N.,Ruralion Baeneduren,2125,0.164,348,0.384,815,0.333,708,0.004,9,0.115,245
60987075,1180,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Cloud Giant Strength,SABLE,Nundro Rockseeker,2221,0.152,338,0.305,677,0.350,777,0.016,36,0.177,393
61021933,1181,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Living Light Armour,MYTHAL,Arentian Mythrandius,2710,0.110,299,0.509,1379,0.250,678,0.016,44,0.114,310
61063953,1182,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Supreme Healing,ARCANTIC,Enthoril Murkywaters,1909,0.124,237,0.353,673,0.355,678,0.012,23,0.156,298
61131566,1183,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Stormgirdle,SABLE,Nundro Rockseeker,2064,0.155,319,0.311,642,0.367,758,0.013,27,0.154,318
61133675,1184,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Forgery kit ,BORDERLANDS,Thaldrak Battlehammer,2075,0.121,252,0.374,776,0.325,674,0.018,38,0.161,335
61136020,1185,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BOOTS,Winged Boots,RED CURTAIN,Siras Invictus,1809,0.121,218,0.322,583,0.369,668,0.010,18,0.178,322
61143781,1186,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Rod,RED CURTAIN,Siras Invictus,2036,0.144,294,0.368,750,0.342,696,0.012,24,0.134,272
61190302,1187,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,GAMING SET,Luxon Beacon,SABLE,Nundro Rockseeker,1916,0.169,323,0.320,614,0.363,695,0.007,13,0.141,271
61200121,1188,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Scimitar ,RED CURTAIN,Siras Invictus,5322,0.194,1034,0.510,2716,0.233,1241,0.004,20,0.058,311
61260732,1189,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Random),BORDERLANDS,Thaldrak Battlehammer,2260,0.132,298,0.382,864,0.324,733,0.016,36,0.146,329
61380170,1190,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Dust of Disappearance,MYTHAL,Arentian Mythrandius,2150,0.146,313,0.320,689,0.401,862,0.010,21,0.123,265
61386037,1191,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,War Elephant,RED CURTAIN,Siras Invictus,1890,0.163,309,0.350,662,0.367,694,0.003,6,0.116,219
61414624,1192,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HELMET,Crown of the Forest,RED CURTAIN,Siras Invictus,1938,0.176,341,0.307,595,0.352,683,#VALUE!,NA,0.165,319
61427792,1193,COMMISSIONS,JEWELRY,Lanec Lot,RING,Ring of Invisibility,ARCANTIC,Enthoril Murkywaters,1849,0.161,298,0.370,684,0.324,600,0.011,20,0.134,247
61442485,1194,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Hammer, sledge ",U.N.N.,Ruralion Baeneduren,1985,0.158,314,0.375,744,0.305,606,0.011,22,0.151,299
